Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days,Code,Expansion_code,Number_code
1246,Iron Crown ex,Temporal-Forces,1.49,644,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Crown-ex-V2-TEF191,"22ND MARCH, 2024",0.0,"2,47 €","2,66 €","2,52 €",TEF 191,TEF,191
1249,Iron Boulder ex,Temporal-Forces,1.0,505,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Boulder-ex-V2-TEF192,"22ND MARCH, 2024",0.0,"1,71 €","1,70 €","1,85 €",TEF 192,TEF,192
1251,Drampa,Temporal-Forces,3.49,216,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Drampa-V2-TEF184,"22ND MARCH, 2024",0.0,"4,78 €","4,73 €","4,56 €",TEF 184,TEF,184
1252,Incineroar ex,Temporal-Forces,1.4,403,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Incineroar-ex-V2-TEF187,"22ND MARCH, 2024",0.0,"2,46 €","2,45 €","2,71 €",TEF 187,TEF,187
1260,Salvatore,Temporal-Forces,1.0,449,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Salvatore-V2-TEF202,"22ND MARCH, 2024",0.0,"1,76 €","1,60 €","1,66 €",TEF 202,TEF,202
1267,Raging Bolt ex,Temporal-Forces,48.0,175,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Raging-Bolt-ex-V3-TEF208,"22ND MARCH, 2024",,"76,08 €","67,75 €","73,78 €",TEF 208,TEF,208
1271,Bianca's Devotion,Temporal-Forces,19.65,218,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Biancas-Devotion-V3-TEF209,"22ND MARCH, 2024",,"23,29 €","21,33 €","24,68 €",TEF 209,TEF,209
1272,Iron Leaves ex,Temporal-Forces,7.5,205,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Leaves-ex-V4-TEF213,"22ND MARCH, 2024",,"12,95 €","11,73 €","11,19 €",TEF 213,TEF,213
1275,Iron Boulder ex,Temporal-Forces,14.99,189,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Boulder-ex-V3-TEF207,"22ND MARCH, 2024",,"20,38 €","19,54 €","21,12 €",TEF 207,TEF,207
1284,Eri,Temporal-Forces,10.0,208,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Eri-V3-TEF210,"22ND MARCH, 2024",,"16,97 €","14,93 €","16,66 €",TEF 210,TEF,210
1285,Salvatore,Temporal-Forces,11.25,161,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Salvatore-V3-TEF212,"22ND MARCH, 2024",,"13,52 €","16,80 €","15,30 €",TEF 212,TEF,212
1290,Morty's Conviction,Temporal-Forces,28.0,157,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Mortys-Conviction-V3-TEF211,"22ND MARCH, 2024",,"39,92 €","38,91 €","39,73 €",TEF 211,TEF,211
1296,Iron Crown ex,Temporal-Forces,39.9,178,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Crown-ex-V3-TEF206,"22ND MARCH, 2024",,"56,45 €","54,56 €","63,24 €",TEF 206,TEF,206
1299,Gouging Fire ex,Temporal-Forces,39.79,139,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Gouging-Fire-ex-V3-TEF204,"22ND MARCH, 2024",,"51,41 €","49,48 €","47,67 €",TEF 204,TEF,204
1300,Walking Wake ex,Temporal-Forces,7.0,189,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Walking-Wake-ex-V4-TEF215,"22ND MARCH, 2024",,"13,62 €","13,35 €","12,90 €",TEF 215,TEF,215
1301,Pikachu,Temporal-Forces,2.34,144,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Pikachu-V2-TEF051,"22ND MARCH, 2024",,,,,TEF 051,TEF,51
1302,Walking Wake ex,Temporal-Forces,32.0,161,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Walking-Wake-ex-V3-TEF205,"22ND MARCH, 2024",,"64,12 €","62,00 €","57,96 €",TEF 205,TEF,205
1303,Iron Leaves ex,Temporal-Forces,27.99,204,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Leaves-ex-V3-TEF203,"22ND MARCH, 2024",,"38,20 €","35,53 €","36,25 €",TEF 203,TEF,203
1304,Gouging Fire ex,Temporal-Forces,1.95,121,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Gouging-Fire-ex-V4-TEF214,"22ND MARCH, 2024",,"14,65 €","15,13 €","16,07 €",TEF 214,TEF,214
1305,Iron Crown ex,Temporal-Forces,10.0,156,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Crown-ex-V4-TEF216,"22ND MARCH, 2024",,"13,10 €","13,29 €","13,27 €",TEF 216,TEF,216
1306,Iron Boulder ex,Temporal-Forces,6.0,168,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Iron-Boulder-ex-V4-TEF217,"22ND MARCH, 2024",,"12,08 €","8,77 €","10,06 €",TEF 217,TEF,217
1307,Raging Bolt ex,Temporal-Forces,14.5,120,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Raging-Bolt-ex-V4-TEF218,"22ND MARCH, 2024",,"20,59 €","19,29 €","18,84 €",TEF 218,TEF,218
1319,Koraidon,Temporal-Forces,0.5,333,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Koraidon-V4-TEF119,"22ND MARCH, 2024",,,,,TEF 119,TEF,119
1330,Koraidon,Temporal-Forces,14.0,19,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Koraidon-V5-TEF119,"22ND MARCH, 2024",,,,,TEF 119,TEF,119
1335,Koraidon,Temporal-Forces,7.5,34,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Temporal-Forces/Koraidon-V3-TEF119,"22ND MARCH, 2024",,,,,TEF 119,TEF,119
1346,Charizard ex,Paldean-Fates,1.25,1174,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charizard-ex-V1-PAF054,"26TH JANUARY, 2024",,,,,PAF 054,PAF,54
1366,Pidgeot ex,Paldean-Fates,4.0,426,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pidgeot-ex-PAF221,"26TH JANUARY, 2024",,,,,PAF 221,PAF,221
1368,Mew ex,Paldean-Fates,4.9,493,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mew-ex-V1-PAF216,"26TH JANUARY, 2024",,,,,PAF 216,PAF,216
1371,Squawkabilly ex,Paldean-Fates,0.7,744,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Squawkabilly-ex-V2-PAF223,"26TH JANUARY, 2024",,,,,PAF 223,PAF,223
1375,Gardevoir ex,Paldean-Fates,40.0,246,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gardevoir-ex-V3-PAF233,"26TH JANUARY, 2024",,"67,02 €","59,21 €","51,54 €",PAF 233,PAF,233
1379,Charizard ex,Paldean-Fates,85.0,263,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charizard-ex-V2-PAF234,"26TH JANUARY, 2024",,"138,16 €","137,62 €","135,73 €",PAF 234,PAF,234
1382,Iono,Paldean-Fates,14.99,424,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Iono-V2-PAF237,"26TH JANUARY, 2024",,"17,16 €","17,53 €","17,19 €",PAF 237,PAF,237
1388,Gardevoir ex,Paldean-Fates,1.2,587,Shiny Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gardevoir-ex-V2-PAF217,"26TH JANUARY, 2024",,,,,PAF 217,PAF,217
1389,Mew ex,Paldean-Fates,85.0,189,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mew-ex-V2-PAF232,"26TH JANUARY, 2024",,"177,68 €","172,45 €","160,88 €",PAF 232,PAF,232
1396,Nemona,Paldean-Fates,2.99,461,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nemona-V3-PAF238,"26TH JANUARY, 2024",,"4,43 €","5,68 €","4,88 €",PAF 238,PAF,238
1406,Penny,Paldean-Fates,6.45,515,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Penny-PAF239,"26TH JANUARY, 2024",,"8,40 €","11,50 €","8,99 €",PAF 239,PAF,239
1418,Arven,Paldean-Fates,7.0,283,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Arven-PAF235,"26TH JANUARY, 2024",,"9,76 €","9,10 €","9,79 €",PAF 235,PAF,235
1419,Clive,Paldean-Fates,3.7,494,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Clive-V3-PAF236,"26TH JANUARY, 2024",,"5,95 €","6,93 €","5,71 €",PAF 236,PAF,236
1420,Cleffa,Paldean-Fates,0.94,516,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Cleffa-PAF150,"26TH JANUARY, 2024",,,,,PAF 150,PAF,150
1458,Wingull,Paldean-Fates,1.95,267,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wingull-PAF203,"26TH JANUARY, 2024",,,,,PAF 203,PAF,203
1459,Frigibax,Paldean-Fates,2.3,196,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Frigibax-V2-PAF128,"26TH JANUARY, 2024",,,,,PAF 128,PAF,128
1460,Ralts,Paldean-Fates,3.0,196,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ralts-V2-PAF153,"26TH JANUARY, 2024",,,,,PAF 153,PAF,153
1461,Bisharp,Paldean-Fates,2.0,243,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Bisharp-PAF186,"26TH JANUARY, 2024",,,,,PAF 186,PAF,186
1462,Ditto,Paldean-Fates,5.0,199,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ditto-PAF201,"26TH JANUARY, 2024",,,,,PAF 201,PAF,201
1463,Oddish,Paldean-Fates,3.0,208,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Oddish-PAF092,"26TH JANUARY, 2024",,,,,PAF 092,PAF,92
1464,Annihilape,Paldean-Fates,2.0,214,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Annihilape-V2-PAF171,"26TH JANUARY, 2024",,,,,PAF 171,PAF,171
1465,Entei,Paldean-Fates,7.99,262,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Entei-PAF112,"26TH JANUARY, 2024",,,,,PAF 112,PAF,112
1466,Slowpoke,Paldean-Fates,3.5,226,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Slowpoke-PAF116,"26TH JANUARY, 2024",,,,,PAF 116,PAF,116
1467,Kingambit,Paldean-Fates,1.79,284,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Kingambit-PAF187,"26TH JANUARY, 2024",,,,,PAF 187,PAF,187
1468,Miraidon ex,Paldean-Fates,7.9,301,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Miraidon-ex-PAF243,"26TH JANUARY, 2024",,"10,76 €","10,98 €","11,18 €",PAF 243,PAF,243
1469,Drifloon,Paldean-Fates,3.4,184,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Drifloon-PAF155,"26TH JANUARY, 2024",,,,,PAF 155,PAF,155
1470,Primeape,Paldean-Fates,2.4,247,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Primeape-V2-PAF170,"26TH JANUARY, 2024",,,,,PAF 170,PAF,170
1471,Chien-Pao ex,Paldean-Fates,5.99,268,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Chien-Pao-ex-PAF242,"26TH JANUARY, 2024",,"9,95 €","9,23 €","9,40 €",PAF 242,PAF,242
1472,Charcadet,Paldean-Fates,2.5,221,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charcadet-V2-PAF114,"26TH JANUARY, 2024",,,,,PAF 114,PAF,114
1473,Luxray,Paldean-Fates,4.2,213,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Luxray-PAF137,"26TH JANUARY, 2024",,,,,PAF 137,PAF,137
1474,Vileplume,Paldean-Fates,2.25,237,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Vileplume-PAF094,"26TH JANUARY, 2024",,,,,PAF 094,PAF,94
1475,Charmander,Paldean-Fates,12.0,217,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charmander-V2-PAF109,"26TH JANUARY, 2024",,,,,PAF 109,PAF,109
1476,Staryu,Paldean-Fates,1.99,203,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Staryu-PAF118,"26TH JANUARY, 2024",,,,,PAF 118,PAF,118
1477,Starmie,Paldean-Fates,2.5,232,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Starmie-PAF119,"26TH JANUARY, 2024",,,,,PAF 119,PAF,119
1478,Kirlia,Paldean-Fates,2.99,256,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Kirlia-V2-PAF154,"26TH JANUARY, 2024",,,,,PAF 154,PAF,154
1479,Paldean Wooper,Paldean-Fates,1.5,222,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Wooper-V2-PAF180,"26TH JANUARY, 2024",,,,,PAF 180,PAF,180
1480,Gloom,Paldean-Fates,2.99,203,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Gloom-PAF093,"26TH JANUARY, 2024",,,,,PAF 093,PAF,93
1481,Smoliv,Paldean-Fates,1.5,262,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Smoliv-PAF102,"26TH JANUARY, 2024",,,,,PAF 102,PAF,102
1482,Raichu,Paldean-Fates,6.4,296,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Raichu-V2-PAF132,"26TH JANUARY, 2024",,,,,PAF 132,PAF,132
1483,Pidgeotto,Paldean-Fates,3.0,224,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pidgeotto-PAF197,"26TH JANUARY, 2024",,,,,PAF 197,PAF,197
1484,Arboliva,Paldean-Fates,1.6,259,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Arboliva-PAF104,"26TH JANUARY, 2024",,,,,PAF 104,PAF,104
1485,Toedscool,Paldean-Fates,1.4,259,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Toedscool-V2-PAF105,"26TH JANUARY, 2024",,,,,PAF 105,PAF,105
1486,Armarouge,Paldean-Fates,2.0,237,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Armarouge-V2-PAF115,"26TH JANUARY, 2024",,,,,PAF 115,PAF,115
1487,Veluza,Paldean-Fates,1.0,233,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Veluza-PAF125,"26TH JANUARY, 2024",,,,,PAF 125,PAF,125
1488,Electrode,Paldean-Fates,2.4,218,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Electrode-PAF134,"26TH JANUARY, 2024",,,,,PAF 134,PAF,134
1489,Tinkatuff,Paldean-Fates,2.0,247,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tinkatuff-PAF166,"26TH JANUARY, 2024",,,,,PAF 166,PAF,166
1490,Pawniard,Paldean-Fates,1.8,268,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pawniard-PAF185,"26TH JANUARY, 2024",,,,,PAF 185,PAF,185
1491,Luxio,Paldean-Fates,1.99,241,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Luxio-PAF136,"26TH JANUARY, 2024",,,,,PAF 136,PAF,136
1492,Spiritomb,Paldean-Fates,2.5,244,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Spiritomb-PAF158,"26TH JANUARY, 2024",,,,,PAF 158,PAF,158
1493,Tinkaton,Paldean-Fates,2.0,239,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tinkaton-PAF167,"26TH JANUARY, 2024",,,,,PAF 167,PAF,167
1494,Lucario,Paldean-Fates,4.99,193,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Lucario-PAF174,"26TH JANUARY, 2024",,,,,PAF 174,PAF,174
1495,Snorlax,Paldean-Fates,8.0,221,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Snorlax-PAF202,"26TH JANUARY, 2024",,,,,PAF 202,PAF,202
1496,Wigglytuff,Paldean-Fates,2.0,251,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wigglytuff-PAF147,"26TH JANUARY, 2024",,,,,PAF 147,PAF,147
1497,Dodrio,Paldean-Fates,2.0,234,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Dodrio-PAF200,"26TH JANUARY, 2024",,,,,PAF 200,PAF,200
1498,Finizen,Paldean-Fates,2.45,232,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Finizen-PAF123,"26TH JANUARY, 2024",,,,,PAF 123,PAF,123
1499,Thundurus,Paldean-Fates,2.0,283,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Thundurus-PAF139,"26TH JANUARY, 2024",,,,,PAF 139,PAF,139
1500,Ting-Lu ex,Paldean-Fates,3.0,310,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ting-Lu-ex-PAF244,"26TH JANUARY, 2024",,"5,30 €","5,87 €","6,53 €",PAF 244,PAF,244
1501,Scyther,Paldean-Fates,4.5,241,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Scyther-PAF095,"26TH JANUARY, 2024",,,,,PAF 095,PAF,95
1502,Dondozo,Paldean-Fates,2.0,267,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Dondozo-PAF126,"26TH JANUARY, 2024",,,,,PAF 126,PAF,126
1503,Mimikyu,Paldean-Fates,5.0,217,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mimikyu-V2-PAF160,"26TH JANUARY, 2024",,,,,PAF 160,PAF,160
1504,Pachirisu,Paldean-Fates,2.0,244,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pachirisu-PAF138,"26TH JANUARY, 2024",,,,,PAF 138,PAF,138
1505,Pawmi,Paldean-Fates,1.9,255,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pawmi-V1-PAF142,"26TH JANUARY, 2024",,,,,PAF 142,PAF,142
1506,Abra,Paldean-Fates,3.89,234,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Abra-PAF148,"26TH JANUARY, 2024",,,,,PAF 148,PAF,148
1507,Ceruledge,Paldean-Fates,2.0,242,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ceruledge-V2-PAF162,"26TH JANUARY, 2024",,,,,PAF 162,PAF,162
1508,Revavroom,Paldean-Fates,1.25,290,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Revavroom-V2-PAF193,"26TH JANUARY, 2024",,,,,PAF 193,PAF,193
1509,Jigglypuff,Paldean-Fates,2.7,187,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Jigglypuff-PAF198,"26TH JANUARY, 2024",,,,,PAF 198,PAF,198
1510,Tandemaus,Paldean-Fates,2.0,179,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tandemaus-V2-PAF209,"26TH JANUARY, 2024",,,,,PAF 209,PAF,209
1511,Baxcalibur,Paldean-Fates,3.0,289,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Baxcalibur-PAF130,"26TH JANUARY, 2024",,,,,PAF 130,PAF,130
1512,Doduo,Paldean-Fates,2.75,228,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Doduo-PAF199,"26TH JANUARY, 2024",,,,,PAF 199,PAF,199
1513,Hoppip,Paldean-Fates,1.7,278,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Hoppip-PAF096,"26TH JANUARY, 2024",,,,,PAF 096,PAF,96
1514,Klefki,Paldean-Fates,2.3,185,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Klefki-PAF159,"26TH JANUARY, 2024",,,,,PAF 159,PAF,159
1515,Naclstack,Paldean-Fates,1.1,282,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Naclstack-PAF177,"26TH JANUARY, 2024",,,,,PAF 177,PAF,177
1516,Noibat,Paldean-Fates,2.69,220,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Noibat-V2-PAF194,"26TH JANUARY, 2024",,,,,PAF 194,PAF,194
1517,Chi-Yu ex,Paldean-Fates,6.8,232,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Chi-Yu-ex-PAF241,"26TH JANUARY, 2024",,"9,14 €","9,47 €","8,59 €",PAF 241,PAF,241
1518,Abomasnow,Paldean-Fates,1.85,273,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Abomasnow-PAF101,"26TH JANUARY, 2024",,,,,PAF 101,PAF,101
1519,Dolliv,Paldean-Fates,1.95,259,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Dolliv-PAF103,"26TH JANUARY, 2024",,,,,PAF 103,PAF,103
1520,Rellor,Paldean-Fates,1.8,268,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Rellor-PAF108,"26TH JANUARY, 2024",,,,,PAF 108,PAF,108
1521,Oricorio,Paldean-Fates,1.7,294,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Oricorio-PAF113,"26TH JANUARY, 2024",,,,,PAF 113,PAF,113
1522,Slowbro,Paldean-Fates,1.9,221,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Slowbro-PAF117,"26TH JANUARY, 2024",,,,,PAF 117,PAF,117
1523,Shinx,Paldean-Fates,1.99,215,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Shinx-PAF135,"26TH JANUARY, 2024",,,,,PAF 135,PAF,135
1524,Tinkatink,Paldean-Fates,1.25,270,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tinkatink-PAF165,"26TH JANUARY, 2024",,,,,PAF 165,PAF,165
1525,Riolu,Paldean-Fates,3.0,192,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Riolu-PAF173,"26TH JANUARY, 2024",,,,,PAF 173,PAF,173
1526,Sneasel,Paldean-Fates,2.0,281,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Sneasel-PAF182,"26TH JANUARY, 2024",,,,,PAF 182,PAF,182
1527,Mabosstiff,Paldean-Fates,0.7,254,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Mabosstiff-V2-PAF188,"26TH JANUARY, 2024",,,,,PAF 188,PAF,188
1528,Cyclizar,Paldean-Fates,1.29,236,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Cyclizar-V2-PAF195,"26TH JANUARY, 2024",,,,,PAF 195,PAF,195
1529,Pidgey,Paldean-Fates,6.9,212,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pidgey-PAF196,"26TH JANUARY, 2024",,,,,PAF 196,PAF,196
1530,Maushold,Paldean-Fates,1.5,211,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Maushold-V2-PAF210,"26TH JANUARY, 2024",,,,,PAF 210,PAF,210
1531,Charmeleon,Paldean-Fates,11.5,249,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Charmeleon-V2-PAF110,"26TH JANUARY, 2024",,,,,PAF 110,PAF,110
1532,Wugtrio,Paldean-Fates,1.5,293,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wugtrio-V1-PAF122,"26TH JANUARY, 2024",,,,,PAF 122,PAF,122
1533,Kilowattrel,Paldean-Fates,2.0,261,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Kilowattrel-V2-PAF146,"26TH JANUARY, 2024",,,,,PAF 146,PAF,146
1534,Nacli,Paldean-Fates,0.9,282,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Nacli-PAF176,"26TH JANUARY, 2024",,,,,PAF 176,PAF,176
