Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days,Code,Expansion_code,Number_code
2496,Fuecoco,Paldea-Evolved,7.5,191,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Fuecoco-V2-PAL201,"9TH JUNE, 2023",0.0,"11,46 €","11,22 €","10,76 €",PAL 201,PAL,201
2498,Crocalor,Paldea-Evolved,2.0,200,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Crocalor-V2-PAL202,"9TH JUNE, 2023",0.0,"6,02 €","6,03 €","6,20 €",PAL 202,PAL,202
2499,Saguaro,Paldea-Evolved,0.7,557,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Saguaro-V2-PAL255,"9TH JUNE, 2023",0.0,"1,33 €","1,19 €","1,31 €",PAL 255,PAL,255
2500,Basic Grass Energy,Paldea-Evolved,4.95,204,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Basic-Grass-Energy-PAL278,"9TH JUNE, 2023",,"6,43 €","5,00 €","7,34 €",PAL 278,PAL,278
2501,Sprigatito,Paldea-Evolved,6.5,240,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Sprigatito-V2-PAL196,"9TH JUNE, 2023",0.0,"11,84 €","11,43 €","11,24 €",PAL 196,PAL,196
2502,Mismagius,Paldea-Evolved,5.0,150,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Mismagius-V2-PAL212,"9TH JUNE, 2023",0.0,"10,71 €","10,94 €","10,04 €",PAL 212,PAL,212
2504,Annihilape ex,Paldea-Evolved,1.0,342,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Annihilape-ex-PAL242,"9TH JUNE, 2023",0.0,"2,81 €","2,81 €","2,72 €",PAL 242,PAL,242
2505,Dendra,Paldea-Evolved,0.99,433,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Dendra-V2-PAL250,"9TH JUNE, 2023",0.0,"2,08 €","1,81 €","2,24 €",PAL 250,PAL,250
2509,Tinkatink,Paldea-Evolved,2.75,265,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tinkatink-V2-PAL216,"9TH JUNE, 2023",0.0,"4,29 €","4,26 €","4,26 €",PAL 216,PAL,216
2510,Slowking ex,Paldea-Evolved,1.5,408,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Slowking-ex-V2-PAL238,"9TH JUNE, 2023",0.0,"3,11 €","3,06 €","2,84 €",PAL 238,PAL,238
2513,Floragato,Paldea-Evolved,4.0,229,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Floragato-V2-PAL197,"9TH JUNE, 2023",0.0,"7,18 €","7,20 €","7,35 €",PAL 197,PAL,197
2514,Superior Energy Retrieval,Paldea-Evolved,1.9,333,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Superior-Energy-Retrieval-V2-PAL277,"9TH JUNE, 2023",,"5,40 €","6,43 €","5,73 €",PAL 277,PAL,277
2519,Quaxwell,Paldea-Evolved,2.5,274,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaxwell-V2-PAL207,"9TH JUNE, 2023",0.0,"4,42 €","4,34 €","4,15 €",PAL 207,PAL,207
2531,Quaxly,Paldea-Evolved,1.75,245,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaxly-V2-PAL206,"9TH JUNE, 2023",0.0,"5,81 €","5,49 €","5,68 €",PAL 206,PAL,206
2532,Chien-Pao ex,Paldea-Evolved,3.0,412,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chien-Pao-ex-V2-PAL236,"9TH JUNE, 2023",5.0,"4,18 €","4,22 €","4,54 €",PAL 236,PAL,236
2533,Chien-Pao ex,Paldea-Evolved,14.5,317,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chien-Pao-ex-V3-PAL261,"9TH JUNE, 2023",,"20,51 €","20,50 €","20,77 €",PAL 261,PAL,261
2539,Paldean Tauros,Paldea-Evolved,6.0,203,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Paldean-Tauros-V2-PAL218,"9TH JUNE, 2023",0.0,"9,28 €","9,51 €","9,11 €",PAL 218,PAL,218
2540,Paldean Wooper,Paldea-Evolved,2.3,289,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Paldean-Wooper-V2-PAL221,"9TH JUNE, 2023",0.0,"3,40 €","3,37 €","3,28 €",PAL 221,PAL,221
2541,Boss's Orders,Paldea-Evolved,7.5,194,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Bosss-Orders-V3-PAL265,"9TH JUNE, 2023",,"11,39 €","10,49 €","11,34 €",PAL 265,PAL,265
2543,Forretress ex,Paldea-Evolved,0.7,493,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Forretress-ex-V2-PAL230,"9TH JUNE, 2023",0.0,"1,45 €","1,63 €","1,55 €",PAL 230,PAL,230
2544,Noivern ex,Paldea-Evolved,1.44,342,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Noivern-ex-V2-PAL246,"9TH JUNE, 2023",13.0,"2,41 €","2,40 €","2,42 €",PAL 246,PAL,246
2545,Squawkabilly ex,Paldea-Evolved,1.0,326,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Squawkabilly-ex-V2-PAL247,"9TH JUNE, 2023",439.0,"2,60 €","2,58 €","2,62 €",PAL 247,PAL,247
2546,Ting-Lu ex,Paldea-Evolved,2.0,388,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Ting-Lu-ex-V4-PAL275,"9TH JUNE, 2023",,"4,06 €","4,26 €","4,10 €",PAL 275,PAL,275
2549,Quaquaval ex,Paldea-Evolved,0.9,426,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaquaval-ex-V2-PAL235,"9TH JUNE, 2023",0.0,"1,75 €","1,95 €","2,10 €",PAL 235,PAL,235
2553,Meowscarada ex,Paldea-Evolved,1.99,356,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Meowscarada-ex-V2-PAL231,"9TH JUNE, 2023",0.0,"2,86 €","3,16 €","3,13 €",PAL 231,PAL,231
2557,Grusha,Paldea-Evolved,6.5,316,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Grusha-V3-PAL268,"9TH JUNE, 2023",,"10,47 €","10,83 €","11,30 €",PAL 268,PAL,268
2559,Ting-Lu ex,Paldea-Evolved,0.5,469,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Ting-Lu-ex-V2-PAL243,"9TH JUNE, 2023",0.0,"1,43 €","1,67 €","1,77 €",PAL 243,PAL,243
2562,Dedenne ex,Paldea-Evolved,1.8,386,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Dedenne-ex-V2-PAL239,"9TH JUNE, 2023",0.0,"3,14 €","3,18 €","3,22 €",PAL 239,PAL,239
2563,Tinkaton ex,Paldea-Evolved,2.49,286,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tinkaton-ex-V1-PAL240,"9TH JUNE, 2023",0.0,"4,39 €","4,58 €","4,48 €",PAL 240,PAL,240
2565,Bramblin,Paldea-Evolved,3.0,202,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Bramblin-V2-PAL198,"9TH JUNE, 2023",0.0,"5,08 €","4,72 €","4,68 €",PAL 198,PAL,198
2566,Ting-Lu ex,Paldea-Evolved,3.0,327,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Ting-Lu-ex-V3-PAL263,"9TH JUNE, 2023",,"7,91 €","7,34 €","8,37 €",PAL 263,PAL,263
2572,Nacli,Paldea-Evolved,3.0,238,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Nacli-V2-PAL220,"9TH JUNE, 2023",0.0,"3,72 €","3,97 €","3,75 €",PAL 220,PAL,220
2573,Grafaiai,Paldea-Evolved,3.0,290,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Grafaiai-V2-PAL223,"9TH JUNE, 2023",0.0,"4,09 €","4,16 €","4,60 €",PAL 223,PAL,223
2574,Flamigo,Paldea-Evolved,3.25,310,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Flamigo-V2-PAL227,"9TH JUNE, 2023",1.0,"4,32 €","4,29 €","4,42 €",PAL 227,PAL,227
2575,Skeledirge ex,Paldea-Evolved,1.49,381,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Skeledirge-ex-V2-PAL233,"9TH JUNE, 2023",0.0,"2,52 €","2,40 €","2,63 €",PAL 233,PAL,233
2576,Falkner,Paldea-Evolved,0.95,525,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Falkner-V2-PAL251,"9TH JUNE, 2023",0.0,"1,56 €","1,54 €","1,38 €",PAL 251,PAL,251
2577,Dendra,Paldea-Evolved,3.98,332,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Dendra-V3-PAL266,"9TH JUNE, 2023",,"8,38 €","9,98 €","8,09 €",PAL 266,PAL,266
2580,Heracross,Paldea-Evolved,10.0,179,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Heracross-V2-PAL194,"9TH JUNE, 2023",0.0,"12,13 €","12,49 €","13,66 €",PAL 194,PAL,194
2581,Giacomo,Paldea-Evolved,2.75,372,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Giacomo-V3-PAL267,"9TH JUNE, 2023",,"4,05 €","3,82 €","3,76 €",PAL 267,PAL,267
2585,Rabsca,Paldea-Evolved,2.75,279,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Rabsca-V2-PAL215,"9TH JUNE, 2023",0.0,"4,01 €","4,02 €","4,19 €",PAL 215,PAL,215
2586,Wo-Chien ex,Paldea-Evolved,4.9,306,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Wo-Chien-ex-V3-PAL257,"9TH JUNE, 2023",,"10,11 €","10,25 €","10,32 €",PAL 257,PAL,257
2588,Maushold,Paldea-Evolved,7.0,153,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Maushold-V2-PAL226,"9TH JUNE, 2023",0.0,"11,86 €","11,00 €","10,94 €",PAL 226,PAL,226
2589,Basic Water Energy,Paldea-Evolved,3.8,301,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Basic-Water-Energy-PAL279,"9TH JUNE, 2023",,"6,81 €","10,23 €","6,78 €",PAL 279,PAL,279
2599,Gothorita,Paldea-Evolved,2.0,239,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Gothorita-V2-PAL213,"9TH JUNE, 2023",0.0,"4,20 €","4,12 €","4,04 €",PAL 213,PAL,213
2600,Skeledirge ex,Paldea-Evolved,1.0,333,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Skeledirge-ex-V4-PAL272,"9TH JUNE, 2023",,"6,20 €","6,12 €","5,23 €",PAL 272,PAL,272
2602,Pyroar,Paldea-Evolved,3.0,199,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Pyroar-V2-PAL200,"9TH JUNE, 2023",0.0,"6,17 €","6,60 €","6,98 €",PAL 200,PAL,200
2603,Iono,Paldea-Evolved,14.9,345,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Iono-V3-PAL269,"9TH JUNE, 2023",,"39,08 €","32,52 €","35,89 €",PAL 269,PAL,269
2606,Bellibolt ex,Paldea-Evolved,1.0,359,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Bellibolt-ex-V2-PAL237,"9TH JUNE, 2023",0.0,"1,83 €","1,91 €","2,06 €",PAL 237,PAL,237
2611,Tropius,Paldea-Evolved,3.0,178,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tropius-V2-PAL195,"9TH JUNE, 2023",0.0,"6,19 €","5,82 €","5,73 €",PAL 195,PAL,195
2612,Eiscue,Paldea-Evolved,4.99,178,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Eiscue-V2-PAL205,"9TH JUNE, 2023",0.0,"6,84 €","6,60 €","7,07 €",PAL 205,PAL,205
2613,Raichu,Paldea-Evolved,10.0,209,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Raichu-V2-PAL211,"9TH JUNE, 2023",0.0,"24,90 €","24,01 €","26,26 €",PAL 211,PAL,211
2614,Tinkatuff,Paldea-Evolved,3.95,188,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tinkatuff-V2-PAL217,"9TH JUNE, 2023",0.0,"6,62 €","6,86 €","6,47 €",PAL 217,PAL,217
2615,Paldean Clodsire ex,Paldea-Evolved,0.7,399,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Paldean-Clodsire-ex-V2-PAL244,"9TH JUNE, 2023",0.0,"1,78 €","1,85 €","1,74 €",PAL 244,PAL,244
2616,Quaquaval ex,Paldea-Evolved,1.0,360,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaquaval-ex-V4-PAL273,"9TH JUNE, 2023",,"4,67 €","4,58 €","4,78 €",PAL 273,PAL,273
2618,Tyranitar,Paldea-Evolved,19.99,217,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tyranitar-V2-PAL222,"9TH JUNE, 2023",0.0,"27,84 €","27,23 €","27,94 €",PAL 222,PAL,222
2619,Tinkaton ex,Paldea-Evolved,9.98,235,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tinkaton-ex-V2-PAL262,"9TH JUNE, 2023",,"13,87 €","13,95 €","13,55 €",PAL 262,PAL,262
2620,Meowscarada ex,Paldea-Evolved,3.4,407,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Meowscarada-ex-V4-PAL271,"9TH JUNE, 2023",,"6,86 €","6,17 €","6,08 €",PAL 271,PAL,271
2621,Wo-Chien ex,Paldea-Evolved,0.79,407,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Wo-Chien-ex-V2-PAL232,"9TH JUNE, 2023",0.0,"1,69 €","1,64 €","1,89 €",PAL 232,PAL,232
2623,Lycanroc ex,Paldea-Evolved,1.4,379,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Lycanroc-ex-V2-PAL241,"9TH JUNE, 2023",0.0,"2,18 €","2,14 €","2,15 €",PAL 241,PAL,241
2628,Sandygast,Paldea-Evolved,3.0,180,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Sandygast-V2-PAL214,"9TH JUNE, 2023",0.0,"5,65 €","5,53 €","5,33 €",PAL 214,PAL,214
2629,Copperajah ex,Paldea-Evolved,0.9,441,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Copperajah-ex-V2-PAL245,"9TH JUNE, 2023",0.0,"1,56 €","1,59 €","1,77 €",PAL 245,PAL,245
2630,Chi-Yu ex,Paldea-Evolved,17.39,195,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chi-Yu-ex-V3-PAL259,"9TH JUNE, 2023",,"23,20 €","23,41 €","22,21 €",PAL 259,PAL,259
2632,Squawkabilly ex,Paldea-Evolved,9.0,194,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Squawkabilly-ex-V3-PAL264,"9TH JUNE, 2023",,"12,06 €","12,16 €","11,74 €",PAL 264,PAL,264
2633,Chien-Pao ex,Paldea-Evolved,3.49,326,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chien-Pao-ex-V4-PAL274,"9TH JUNE, 2023",,"6,64 €","6,69 €","7,00 €",PAL 274,PAL,274
2638,Chi-Yu ex,Paldea-Evolved,1.1,339,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chi-Yu-ex-V2-PAL234,"9TH JUNE, 2023",6.0,"2,55 €","2,68 €","2,54 €",PAL 234,PAL,234
2643,Sudowoodo,Paldea-Evolved,7.0,155,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Sudowoodo-V2-PAL218,"9TH JUNE, 2023",0.0,"9,89 €","9,68 €","9,78 €",PAL 219,PAL,219
2648,Orthworm,Paldea-Evolved,2.0,248,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Orthworm-V2-PAL224,"9TH JUNE, 2023",0.0,"4,27 €","4,29 €","4,37 €",PAL 224,PAL,224
2652,Farigiraf,Paldea-Evolved,4.0,236,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Farigiraf-V2-PAL228,"9TH JUNE, 2023",0.0,"5,92 €","6,21 €","5,75 €",PAL 228,PAL,228
2655,Fletchinder,Paldea-Evolved,4.5,160,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Fletchinder-V2-PAL199,"9TH JUNE, 2023",0.0,"7,97 €","7,87 €","7,85 €",PAL 199,PAL,199
2656,Dudunsparce,Paldea-Evolved,2.9,264,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Dudunsparce-V2-PAL229,"9TH JUNE, 2023",0.0,"4,11 €","4,32 €","4,29 €",PAL 229,PAL,229
2660,Saguaro,Paldea-Evolved,3.5,326,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Saguaro-V3-PAL270,"9TH JUNE, 2023",,"5,42 €","6,96 €","5,87 €",PAL 270,PAL,270
2666,Rookidee,Paldea-Evolved,3.25,206,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Rookidee-V2-PAL225,"9TH JUNE, 2023",0.0,"5,01 €","5,13 €","5,21 €",PAL 225,PAL,225
2697,Hydreigon,Paldea-Evolved,0.5,35,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Hydreigon-V2-PAL140,"9TH JUNE, 2023",,,,,PAL 140,PAL,140
2699,Pikachu ex,Paldea-Evolved,6.5,118,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Pikachu-ex-V2-PAL063,"9TH JUNE, 2023",,,,,PAL 063,PAL,63
2701,Tinkaton,Paldea-Evolved,0.75,40,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Tinkaton-V5-PAL105,"9TH JUNE, 2023",,,,,PAL 105,PAL,105
2747,Nest Ball,Scarlet-Violet,7.9,280,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Nest-Ball-V2-SVI255,"31ST MARCH, 2023",,"12,51 €","12,00 €","12,31 €",SVI 255,SVI,255
2750,Gardevoir ex,Scarlet-Violet,25.0,249,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Gardevoir-ex-V3-SVI245,"31ST MARCH, 2023",,"38,15 €","37,22 €","33,72 €",SVI 245,SVI,245
2755,Ralts,Scarlet-Violet,15.3,122,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Ralts-V2-SVI211,"31ST MARCH, 2023",2.0,"20,59 €","20,53 €","19,24 €",SVI 211,SVI,211
2758,Basic Lightning Energy,Scarlet-Violet,2.99,318,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Basic-Lightning-Energy-SVI257,"31ST MARCH, 2023",,"4,74 €","5,97 €","4,81 €",SVI 257,SVI,257
2760,Kirlia,Scarlet-Violet,12.99,140,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Kirlia-V2-SVI212,"31ST MARCH, 2023",0.0,"17,42 €","17,05 €","16,46 €",SVI 212,SVI,212
2763,Armarouge,Scarlet-Violet,4.0,206,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Armarouge-V2-SVI203,"31ST MARCH, 2023",0.0,"6,86 €","6,84 €","6,75 €",SVI 203,SVI,203
2767,Miraidon ex,Scarlet-Violet,4.0,445,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Miraidon-ex-V5-SVI253,"31ST MARCH, 2023",,"7,86 €","7,62 €","7,80 €",SVI 253,SVI,253
2768,Gyarados ex,Scarlet-Violet,4.0,541,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Gyarados-ex-V2-SVI225,"31ST MARCH, 2023",0.0,"5,21 €","5,82 €","6,09 €",SVI 225,SVI,225
2772,Professor's Research,Scarlet-Violet,0.5,336,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Professors-Research-V3-SVI240,"31ST MARCH, 2023",402.0,"4,66 €","5,63 €","4,70 €",SVI 240,SVI,240
2773,Rare Candy,Scarlet-Violet,5.0,287,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Rare-Candy-V2-SVI256,"31ST MARCH, 2023",,"9,81 €","8,04 €","9,43 €",SVI 256,SVI,256
2776,Dondozo,Scarlet-Violet,3.8,263,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Dondozo-V2-SVI207,"31ST MARCH, 2023",0.0,"5,60 €","5,52 €","5,35 €",SVI 207,SVI,207
2778,Miraidon ex,Scarlet-Violet,1.0,431,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Miraidon-ex-V3-SVI227,"31ST MARCH, 2023",23.0,"3,74 €","3,72 €","3,70 €",SVI 227,SVI,227
2780,Banette ex,Scarlet-Violet,1.6,265,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Banette-ex-V2-SVI229,"31ST MARCH, 2023",6.0,"3,58 €","4,13 €","3,76 €",SVI 229,SVI,229
2781,Iron Treads ex,Scarlet-Violet,2.0,486,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Iron-Treads-ex-V3-SVI248,"31ST MARCH, 2023",,"4,88 €","4,57 €","4,16 €",SVI 248,SVI,248
2782,Arven,Scarlet-Violet,6.39,270,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Arven-V3-SVI249,"31ST MARCH, 2023",,"9,42 €","10,00 €","9,48 €",SVI 249,SVI,249
2788,Fidough,Scarlet-Violet,2.0,252,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Fidough-V2-SVI213,"31ST MARCH, 2023",0.0,"4,00 €","3,91 €","4,07 €",SVI 213,SVI,213
2794,Miraidon ex,Scarlet-Violet,15.0,382,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Miraidon-ex-V4-SVI244,"31ST MARCH, 2023",,"21,95 €","21,05 €","23,11 €",SVI 244,SVI,244
2801,Jacq,Scarlet-Violet,2.8,466,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Jacq-V3-SVI250,"31ST MARCH, 2023",,"4,38 €","4,62 €","4,34 €",SVI 250,SVI,250
2802,Drowzee,Scarlet-Violet,10.0,179,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Drowzee-V2-SVI210,"31ST MARCH, 2023",0.0,"18,02 €","18,45 €","17,19 €",SVI 210,SVI,210
2803,Koraidon ex,Scarlet-Violet,11.75,457,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Koraidon-ex-V4-SVI247,"31ST MARCH, 2023",,"16,90 €","18,25 €","18,19 €",SVI 247,SVI,247
2804,Koraidon ex,Scarlet-Violet,3.9,552,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Koraidon-ex-V5-SVI254,"31ST MARCH, 2023",,"6,33 €","6,04 €","6,40 €",SVI 254,SVI,254
2806,Arcanine ex,Scarlet-Violet,2.99,380,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Arcanine-ex-V2-SVI224,"31ST MARCH, 2023",0.0,"6,63 €","7,35 €","7,47 €",SVI 224,SVI,224
2807,Gardevoir ex,Scarlet-Violet,1.5,451,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Gardevoir-ex-V2-SVI228,"31ST MARCH, 2023",51.0,"3,22 €","3,34 €","3,37 €",SVI 228,SVI,228
2808,Professor's Research,Scarlet-Violet,0.9,421,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Professors-Research-V3-SVI241,"31ST MARCH, 2023",402.0,"2,55 €","2,39 €","2,53 €",SVI 241,SVI,241
2813,Dolliv,Scarlet-Violet,2.0,265,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Dolliv-V2-SVI200,"31ST MARCH, 2023",0.0,"4,11 €","4,43 €","4,04 €",SVI 200,SVI,200
2817,Koraidon ex,Scarlet-Violet,0.99,479,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Koraidon-ex-V3-SVI231,"31ST MARCH, 2023",0.0,"2,58 €","2,34 €","2,55 €",SVI 231,SVI,231
2823,Spidops ex,Scarlet-Violet,2.0,345,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Spidops-ex-V3-SVI243,"31ST MARCH, 2023",,"3,45 €","3,44 €","3,39 €",SVI 243,SVI,243
2824,Arven,Scarlet-Violet,5.49,244,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Arven-V2-SVI235,"31ST MARCH, 2023",381.0,"8,52 €","8,00 €","8,17 €",SVI 235,SVI,235
